"batch_file","row_in_batch","key","pubmed_id","doi","title","year","journal","A_decision","A_confidence","A_labels","B_decision","B_confidence","B_labels","comparison_status","conflict_priority","provisional_decision","human_review_needed","automated_final_queue"
"reviewer_A_batch_02rows0251-0500.csv","123","rayyan-550686493","26198132","10.1016/j.cmpb.2015.06.010","Automatic diagnosis of premature ventricular contraction based on Lyapunov exponents and LVQ neural network.","2015","Computer methods and programs in biomedicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","124","rayyan-550686494","38722507","10.1007/s10554-024-03113-y","Evaluation of image quality on low contrast media with deep learning image reconstruction algorithm in prospective ECG-triggering coronary CT angiography.","2024","The international journal of cardiovascular imaging","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","125","rayyan-550686495","33578089","10.1016/j.ejrad.2021.109582","Development of a deep learning-based algorithm for the automatic detection and quantification of aortic valve calcium.","2021","European journal of radiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","129","rayyan-550686499","31923226","10.1371/journal.pone.0226990","Single-modal and multi-modal false arrhythmia alarm reduction using attention-based convolutional and recurrent neural networks.","2020","PloS one","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","130","rayyan-550686500","31962284","10.1016/j.ejmp.2020.01.007","1D-CADCapsNet: One dimensional deep capsule networks for coronary artery disease detection using ECG signals.","2020","Physica medica : PM : an international journal devoted to the applications of           physics to medicine and biology : official journal of the Italian Association of            Biomedical Physics (AIFB)","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","134","rayyan-550686504","40554829","10.1016/j.cmpb.2025.108898","Optimizing beat-wise input for arrhythmia detection using 1-D convolutional neural networks: A real-world ECG study.","2025","Computer methods and programs in biomedicine","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","136","rayyan-550686506","22296816","10.1186/1757-7241-20-8","An artificial neural network to safely reduce the number of ambulance ECGs transmitted for physician assessment in a system with prehospital detection of ST elevation myocardial infarction.","2012","Scandinavian journal of trauma, resuscitation and emergency medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","137","rayyan-550686507","34419615","10.1016/j.cjca.2021.08.005","Deep Learning Algorithm Predicts Angiographic Coronary Artery Disease in Stable Patients Using Only a Standard 12-Lead Electrocardiogram.","2021","The Canadian journal of cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","139","rayyan-550686509","39742814","10.1016/j.jelectrocard.2024.153862","12 lead surface ECGs as a surrogate of atrial electrical remodeling - a deep learning based approach.","2025","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","140","rayyan-550686510","12447333","10.1067/mem.2002.129171","A neural network aid for the early diagnosis of cardiac ischemia in patients presenting to the emergency department with chest pain.","2002","Annals of emergency medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","141","rayyan-550686511","36395631","10.1016/j.jelectrocard.2022.10.015","A two-staged classifier to reduce false positives: On device detection of atrial fibrillation using phase-based distribution of poincare plots and deep learning.","2023","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","142","rayyan-550686512","42091071","10.1088/1361-6579/ae6969","Machine learning-based information flow analysis of ECG signals for long QT syndrome.","2026","Physiological measurement","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","143","rayyan-550686513","40866753","10.1007/s13239-025-00800-2","Precision Unveiled in Unborn: A Cutting-Edge Hybrid Machine Learning Approach for Fetal Health State Classification.","2025","Cardiovascular engineering and technology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","144","rayyan-550686514","41575500","10.1007/s00399-025-01128-z","[Wolff-Parkinson-White syndrome : Comparison of different algorithms].","2026","Herzschrittmachertherapie & Elektrophysiologie","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","145","rayyan-550686515","33152007","10.1371/journal.pone.0241920","Emergency department routine data and the diagnosis of acute ischemic heart disease in patients with atypical chest pain.","2020","PloS one","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","146","rayyan-550686516","39880045","10.1016/j.ijcard.2025.133008","A deep-learning system integrating electrocardiograms and laboratory indicators for diagnosing acute aortic dissection and acute myocardial infarction.","2025","International journal of cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","149","rayyan-550686519","41577227","10.1016/j.resuscitation.2026.110983","Prediction of survival after pediatric cardiac arrest using heart rate variability and machine learning.","2026","Resuscitation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","151","rayyan-550686521","39218594","10.7507/1001-5515.202306066","[Early classification and recognition algorithm for sudden cardiac arrest based on limited electrocardiogram data trained with a two-stages convolutional neural network].","2024","Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering =           Shengwu yixue gongchengxue zazhi","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","152","rayyan-550686522","41922908","10.1038/s41598-026-44103-5","Automated multi-class ECG arrhythmia detection using VMD and multi-task optimization.","2026","Scientific reports","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","158","rayyan-550686528","26376341","10.1371/journal.pone.0136544","A Real-Time Atrial Fibrillation Detection Algorithm Based on the Instantaneous State of Heart Rate.","2015","PloS one","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","160","rayyan-550686530","33588584","10.1161/CIRCULATIONAHA.120.047829","Deep Neural Networks Can Predict New-Onset Atrial Fibrillation From the 12-Lead ECG and Help Identify Those at Risk of Atrial Fibrillation-Related Stroke.","2021","Circulation","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","161","rayyan-550686531","33566059","10.1001/jamacardio.2020.7422","Use of Artificial Intelligence and Deep Neural Networks in Evaluation of Patients With Electrocardiographically Concealed Long QT Syndrome From the Surface 12-Lead Electrocardiogram.","2021","JAMA cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","163","rayyan-550686533","30638592","10.1016/j.cmpb.2018.12.028","Geometrical features for premature ventricular contraction recognition with analytic hierarchy process based machine learning algorithms selection.","2019","Computer methods and programs in biomedicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","164","rayyan-550686534","40788801","10.1109/TBME.2025.3597527","Adversarial Debiasing for Equitable and Fair Detection of Acute Coronary Syndrome Using 12-Lead ECG.","2026","IEEE transactions on bio-medical engineering","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","165","rayyan-550686535","32348254","10.2196/16443","Detection of Atrial Fibrillation Using a Ring-Type Wearable Device (CardioTracker) and Deep Learning Analysis of Photoplethysmography Signals: Prospective Observational Proof-of-Concept Study.","2020","Journal of medical Internet research","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","167","rayyan-550686537","41539004","10.1088/1361-6579/ae3937","Multi-window temporal analysis for enhanced arrhythmia classification: leveraging long-range dependencies in electrocardiogram signals.","2026","Physiological measurement","maybe","0,2","AI-ECG;DTA-data","maybe","0,05","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","169","rayyan-550686539","40053733","10.2196/67576","Deep Learning-Based Electrocardiogram Model (EIANet) to Predict Emergency Department Cardiac Arrest: Development and External Validation Study.","2025","Journal of medical Internet research","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","170","rayyan-550686540","31774461","10.1001/jamacardio.2019.4004","High-Throughput, Contact-Free Detection of Atrial Fibrillation From Video With Deep Learning.","2020","JAMA cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","171","rayyan-550686541","32175879","10.1109/JBHI.2020.2980454","Non-Standardized Patch-Based ECG Lead Together With Deep Learning Based Algorithm for Automatic Screening of Atrial Fibrillation.","2020","IEEE journal of biomedical and health informatics","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","172","rayyan-550686542","40159980","10.12122/j.issn.1673-4254.2025.03.23","[A lightweight classification network for single-lead atrial fibrillation based on depthwise separable convolution and attention mechanism].","2025","Nan fang yi ke da xue xue bao = Journal of Southern Medical University","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","173","rayyan-550686543","40295939","10.1186/s12872-025-04728-2","Research on noninvasive electrophysiologic imaging based on cardiac electrophysiology simulation and deep learning methods for the inverse problem.","2025","BMC cardiovascular disorders","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","175","rayyan-550686545","12131528","10.1097/00004872-200207000-00018","Microalbuminuria identifies overall cardiovascular risk in essential hypertension: an artificial neural network-based approach.","2002","Journal of hypertension","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","177","rayyan-550686547","40960574","10.1007/s13239-025-00797-8","Assessing the Impact of Downsampled ECGs and Alternative Loss Functions in Multi-Label Classification of 12-Lead ECGs.","2025","Cardiovascular engineering and technology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","178","rayyan-550686548","41748772","10.1038/s41598-026-40925-5","A joint CNN-Bi-LSTM-transformer architecture with SHAP explanations for multi-label arrhythmia detection from 12-lead ECGs.","2026","Scientific reports","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","179","rayyan-550686549","29903630","10.1016/j.compbiomed.2018.06.002","Automated diagnosis of arrhythmia using combination of CNN and LSTM techniques with variable length heart beats.","2018","Computers in biology and medicine","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","182","rayyan-550686552","41500411","10.1016/j.resuscitation.2026.110961","Prediction of neurological outcome after pediatric cardiac arrest using heart rate variability and machine learning.","2026","Resuscitation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","183","rayyan-550686553","41588600","10.1111/jce.70271","Role of a Deep-Learning Based Convolutional Neural Network Model for Real-Time Ventricular Tachycardia Alarm Classification.","2026","Journal of cardiovascular electrophysiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","186","rayyan-550686556","41335788","10.1109/EMBC58623.2025.11254463","BM-BPW: A Bidirectional Mamba-based Model for Blood Pressure Waveform Estimation in Arrhythmia.","2025","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","187","rayyan-550686557","11524053","10.1016/s0002-9149(01)01722-2","Usefulness of serial electrocardiograms for diagnosis of acute myocardial infarction.","2001","The American journal of cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","189","rayyan-550686559","25817534","10.1016/j.compbiomed.2015.03.005","Automatic detection of atrial fibrillation using stationary wavelet transform and support vector machine.","2015","Computers in biology and medicine","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","190","rayyan-550686560","33412176","10.1016/j.ijcard.2020.12.079","The prognostic value of automated coronary calcium derived by a deep learning approach on non-ECG gated CT images from (82)Rb-PET/CT myocardial perfusion imaging.","2021","International journal of cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","192","rayyan-550686562","41977822","10.3390/s26072037","A Deep Learning-Guided Ensemble Empirical Mode Decomposition Method for Single-Channel Fetal Electrocardiogram Extraction.","2026","Sensors (Basel, Switzerland)","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","193","rayyan-550686563","41455001","10.1007/s12325-025-03461-8","Artificial Intelligence Software for Detecting Paroxysmal Atrial Fibrillation from Sinus Rhythm Monitor ECG: Development and Clinical Trial.","2026","Advances in therapy","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","194","rayyan-550686564","7516545","10.1111/j.1540-8159.1994.tb02398.x","Differentiation of beats of ventricular and sinus origin using a self-training neural network.","1994","Pacing and clinical electrophysiology : PACE","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","195","rayyan-550686565","29903478","10.1016/j.cmpb.2018.05.009","Non-invasive detection of coronary artery disease in high-risk patients based on the stenosis prediction of separate coronary arteries.","2018","Computer methods and programs in biomedicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","196","rayyan-550686566","41046784","10.1016/j.compbiolchem.2025.108704","GAN-based novel feature selection approach with hybrid deep learning for heartbeat classification from ECG signal.","2026","Computational biology and chemistry","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","197","rayyan-550686567","39960451","10.1093/europace/euaf031","External validation of a machine learning-based classification algorithm for ambulatory heart rhythm diagnostics in pericardioversion atrial fibrillation patients using smartphone photoplethysmography: the SMARTBEATS-ALGO study.","2025","Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal           of the working groups on cardiac pacing, arrhythmias, and cardiac cellular            electrophysiology of the European Society of Cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","199","rayyan-550686569","34763217","10.1016/j.jelectrocard.2021.10.009","Rational and design of ST-segment elevation not associated with acute cardiac necrosis (LESTONNAC). A prospective registry for validation of a deep learning system assisted by artificial intelligence.","2021","Journal of electrocardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","200","rayyan-550686570","32388733","10.1007/s10916-020-01565-y","Detection of Atrial Fibrillation from Single Lead ECG Signal Using Multirate Cosine Filter Bank and Deep Neural Network.","2020","Journal of medical systems","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","201","rayyan-550686571","40403641","10.1016/j.compbiomed.2025.110329","Myocardial Infarction Detection using Variational Mode Decomposition with Fuzzy Weight Particle Swarm Optimization and Depthwise Separable Convolutional Network.","2025","Computers in biology and medicine","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","202","rayyan-550686572","16640509","10.1111/j.1475-097X.2006.00669.x","Decision support for the initial triage of patients with acute coronary syndromes.","2006","Clinical physiology and functional imaging","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","203","rayyan-550686573","40011388","10.1007/s13239-025-00777-y","Investigation of Inter-Patient, Intra-Patient, and Patient-Specific Based Training in Deep Learning for Classification of Heartbeat Arrhythmia.","2025","Cardiovascular engineering and technology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","205","rayyan-550686575","40275174","10.1186/s12887-025-05628-2","Prediction of significant congenital heart disease in infants and children using continuous wavelet transform and deep convolutional neural network with 12-lead electrocardiogram.","2025","BMC pediatrics","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","207","rayyan-550686577","41334731","10.1161/JAHA.125.045224","Holter Monitor QT Dispersion and QTc-Dispersion in Pediatric Long QT Syndrome and Development of a Diagnostic and Arrhythmia Risk Prediction Model.","2025","Journal of the American Heart Association","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","208","rayyan-550686578","41145002","10.1088/2057-1976/ae17d2","Classification of cardiac electrical signals between patients with myocardial infarction and healthy controls by using time-frequency features and 3D convolutional neural networks.","2025","Biomedical physics & engineering express","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","210","rayyan-550686580","38166442","10.1177/00033197231225286","Fully Automated Agatston Score Calculation From Electrocardiography-Gated Cardiac Computed Tomography Using Deep Learning and Multi-Organ Segmentation: A Validation Study.","2025","Angiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","212","rayyan-550686582","16797088","10.1016/j.ijcard.2005.12.019","Artificial neural network algorithms for early diagnosis of acute myocardial infarction and prediction of infarct size in chest pain patients.","2007","International journal of cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","214","rayyan-550686584","33897806","10.1155/2021/6691177","Automated Atrial Fibrillation Detection Based on Feature Fusion Using Discriminant Canonical Correlation Analysis.","2021","Computational and mathematical methods in medicine","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","215","rayyan-550686585","25582837","10.1088/0967-3334/36/2/283","Automatic recognition of cardiac arrhythmias based on the geometric patterns of Poincare plots.","2015","Physiological measurement","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","216","rayyan-550686586","41448757","10.7507/1001-5515.202503016","[Automatic detection and visualization of myocardial infarction in electrocardiograms based on an interpretable deep learning model].","2025","Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering =           Shengwu yixue gongchengxue zazhi","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","217","rayyan-550686587","8189154","","Deterministic logic versus software-based artificial neural networks in the diagnosis of atrial fibrillation.","1993","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","218","rayyan-550686588","41270994","10.1016/j.resuscitation.2025.110906","Predicting defibrillation outcomes by combining ventricular fibrillation and defibrillation waveforms: a retrospective clinical study.","2026","Resuscitation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","219","rayyan-550686589","17287063","10.1016/j.resuscitation.2006.10.002","Prediction of countershock success using single features from multiple ventricular fibrillation frequency bands and feature combinations using neural networks.","2007","Resuscitation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","220","rayyan-550686590","25652101","10.1088/0967-3334/36/3/409","Phase information of time-frequency transforms as a key feature for classification of atrial fibrillation episodes.","2015","Physiological measurement","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","221","rayyan-550686591","26863222","10.1371/journal.pone.0149115","Combining Amplitude Spectrum Area with Previous Shock Information Using Neural Networks Improves Prediction Performance of Defibrillation Outcome for Subsequent Shocks in Out-Of-Hospital Cardiac Arrest Patients.","2016","PloS one","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","223","rayyan-550686593","31734200","10.1016/j.jcmg.2019.09.015","Evaluation of a Deep Learning-Based Automated CT Coronary Artery Calcium Scoring Algorithm.","2020","JACC. Cardiovascular imaging","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","224","rayyan-550686594","30031535","10.1016/j.compbiomed.2018.07.001","Automated detection of atrial fibrillation using long short-term memory network with RR interval signals.","2018","Computers in biology and medicine","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","225","rayyan-550686595","19448883","10.3414/ME0580","Prediction of countershock success: a comparison of autoregressive and fast fourier transformed spectral estimators.","2009","Methods of information in medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","226","rayyan-550686596","41755076","10.3390/s26041135","From Motion Artifacts to Clinical Insight: Multi-Modal Deep Learning for Robust Arrhythmia Screening in Ambulatory ECG Monitoring.","2026","Sensors (Basel, Switzerland)","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","230","rayyan-550686600","24239968","10.1109/TBME.2013.2290800","Detection of life-threatening arrhythmias using feature selection and support vector machines.","2014","IEEE transactions on bio-medical engineering","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","232","rayyan-550686602","21604488","","[Cardiac arrhythmia classification based on multi-features and support vector machines].","2011","Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering =           Shengwu yixue gongchengxue zazhi","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","233","rayyan-550686603","26741805","10.1371/journal.pone.0141313","Integration of Attributes from Non-Linear Characterization of Cardiovascular Time-Series for Prediction of Defibrillation Outcomes.","2016","PloS one","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","236","rayyan-550686606","12504645","10.1053/eupc.2002.0275","A new algorithm for rhythm discrimination in cardioverter defibrillators based on the initial voltage changes of the ventricular electrogram.","2003","Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal           of the working groups on cardiac pacing, arrhythmias, and cardiac cellular            electrophysiology of the European Society of Cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","237","rayyan-550686607","26831488","10.1007/s13246-016-0425-2","A new method without reference channels used for ventricular fibrillation detection during cardiopulmonary resuscitation.","2016","Australasian physical & engineering sciences in medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","238","rayyan-550686608","41482498","10.1016/j.jcct.2025.12.003","Distribution of coronary artery calcium volume and density by age, sex, and race using AI-based quantification algorithm.","2026","Journal of cardiovascular computed tomography","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_02rows0251-0500.csv","240","rayyan-550686610","8605679","","Use of neural networks to diagnose acute myocardial infarction. I. Methodology.","1996","Clinical chemistry","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
