"batch_file","row_in_batch","key","pubmed_id","doi","title","year","journal","A_decision","A_confidence","A_labels","B_decision","B_confidence","B_labels","comparison_status","conflict_priority","provisional_decision","human_review_needed"
"reviewer_A_batch_13rows3001-3250.csv","150","rayyan-550689279","17018355","10.1016/j.hrthm.2006.06.009","Automatic mapping of human atrial fibrillation by template matching.","2006","Heart rhythm","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","165","rayyan-550689294","39630356","10.1007/s10840-024-01943-3","Open window mapping with extended early meets late algorithm vs. conventional mapping for accessory pathway ablation.","2025","Journal of interventional cardiac electrophysiology : an international journal of           arrhythmias and pacing","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","169","rayyan-550689298","32064900","10.1161/CIRCEP.119.008237","Granger Causality-Based Analysis for Classification of Fibrillation Mechanisms and Localization of Rotational Drivers.","2020","Circulation. Arrhythmia and electrophysiology","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","188","rayyan-550689317","32928523","10.1016/j.compbiomed.2020.103904","Characterization of atrial arrhythmias in body surface potential mapping: A computational study.","2020","Computers in biology and medicine","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","191","rayyan-550689320","39947997","10.1016/j.acvd.2024.12.012","Diagnosis of cancer therapy-related cardiovascular toxicities: A multimodality integrative approach and future developments.","2025","Archives of cardiovascular diseases","exclude","0,35","DTA-data","exclude","0,35","DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","193","rayyan-550689322","15793187","10.2337/diacare.28.4.866","Coronary artery disease is common in nonuremic, asymptomatic type 1 diabetic islet transplant candidates.","2005","Diabetes care","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","197","rayyan-550689326","25946767","","A novel heart rate variability algorithm for the detection of myocardial ischemia: pilot data from a prospective clinical trial.","2015","The Israel Medical Association journal : IMAJ","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","199","rayyan-550689329","21817138","10.1161/STROKEAHA.111.621367","Self-reported atrial fibrillation and risk of stroke in the Reasons for Geographic and Racial Differences in Stroke (REGARDS) study.","2011","Stroke","exclude","0,3","AI-ECG","exclude","0,2","AI-ECG","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","204","rayyan-550689334","10935734","","[Diagnostic accuracy of exercise testing for diagnosis of coronary artery disease: the need for a critical review].","2000","Italian heart journal. Supplement : official journal of the Italian Federation of           Cardiology","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","207","rayyan-550689337","41512109","10.1093/europace/euag003","Computer-aided characterization of the arrhythmogenic substrate after myocardial infarction.","2026","Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal           of the working groups on cardiac pacing, arrhythmias, and cardiac cellular            electrophysiology of the European Society of Cardiology","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","225","rayyan-550689355","25911117","10.1093/ehjci/jev103","Ultra-low-dose CT for left atrium and pulmonary veins imaging using new model-based iterative reconstruction algorithm.","2015","European heart journal. Cardiovascular Imaging","exclude","0,3","AI-ECG","exclude","0,2","AI-ECG","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","232","rayyan-550689362","30539411","10.1007/s11547-018-0964-6","Diagnostic efficacy of model-based iterative reconstruction algorithm in an assessment of coronary artery in comparison with standard hybrid-Iterative reconstruction algorithm: dose reduction and image quality.","2019","La Radiologia medica","exclude","0,35","AI-ECG","exclude","0,3","AI-ECG","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","236","rayyan-550689366","10502217","10.1016/s0002-8703(99)70186-9","The Goldman algorithm revisited: prospective evaluation of a computer-derived algorithm versus unaided physician judgment in suspected acute myocardial infarction.","1999","American heart journal","exclude","0,2","AI-ECG;DTA-data","exclude","0,15","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","237","rayyan-550689368","24110605","10.1109/EMBC.2013.6610418","Adaptation of the contrast injection protocol to tube potential for cardiovascular computed tomography.","2013","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference","exclude","0,35","AI-ECG","exclude","0,3","AI-ECG","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","244","rayyan-550689375","22752461","10.1007/s00330-012-2525-z","Impact of iterative reconstruction on CNR and SNR in dynamic myocardial perfusion imaging in an animal model.","2012","European radiology","exclude","0,35","AI-ECG","exclude","0,3","AI-ECG","agreement","none","exclude","no"
"reviewer_A_batch_13rows3001-3250.csv","246","rayyan-550689377","10184885","","Outcomes research is the fifth discipline of the fifth generation of managed care: utility of a single troponin-T.","1998","Clinical laboratory management review : official publication of the Clinical           Laboratory Management Association","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","9","rayyan-550689390","22366557","10.1016/j.acra.2012.01.009","Low-dose, prospective triggered high-pitch spiral coronary computed tomography angiography: comparison with retrospective spiral technique.","2012","Academic radiology","exclude","0,2","AI-ECG;DTA-data","exclude","0,15","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","12","rayyan-550689393","17848683","10.1148/radiol.2451061791","Coronary artery motion and cardiac phases: dependency on heart rate -- implications for CT image reconstruction.","2007","Radiology","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","16","rayyan-550689397","30630358","10.1161/CIRCOUTCOMES.118.005188","Impact of Food and Drug Administration Regulatory Approach on the 0/2-Hour Algorithm for Rapid Triage of Suspected Myocardial Infarction.","2019","Circulation. Cardiovascular quality and outcomes","exclude","0,3","AI-ECG","exclude","0,3","AI-ECG","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","22","rayyan-550689403","23917328","10.1097/RLI.0b013e31829e3932","Determining the radiation dose reduction potential for coronary calcium scanning with computed tomography: an anthropomorphic phantom study comparing filtered backprojection and the adaptive iterative dose reduction algorithm for image reconstruction.","2013","Investigative radiology","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","25","rayyan-550689406","11975766","10.1097/00132580-200101000-00004","The intermediate CCU admission: a preliminary study.","2001","Heart disease (Hagerstown, Md.)","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","162","rayyan-550689544","36058344","10.1016/j.cpcardiol.2022.101381","Comparing the Performance of Published Risk Scores in Brugada Syndrome: A Multi-center Cohort Study.","2022","Current problems in cardiology","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","175","rayyan-550689557","25890093","10.1186/s12968-015-0123-3","Age- and gender-related normal left ventricular deformation assessed by cardiovascular magnetic resonance feature tracking.","2015","Journal of cardiovascular magnetic resonance : official journal of the Society           for Cardiovascular Magnetic Resonance","exclude","0,35","AI-ECG","exclude","0,3","AI-ECG","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","195","rayyan-550689577","15508659","10.1097/01.ccm.0000134353.55378.88","Amplitude spectrum area: measuring the probability of successful defibrillation as applied to human data.","2004","Critical care medicine","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","196","rayyan-550689578","24527748","10.1111/pace.12367","Performance of an automatic arrhythmia classification algorithm: comparison to the ALTITUDE electrophysiologist panel adjudications.","2014","Pacing and clinical electrophysiology : PACE","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","209","rayyan-550689591","34219138","10.1093/eurheartj/ehab254","Functionally validated SCN5A variants allow interpretation of pathogenicity and prediction of lethal events in Brugada syndrome.","2021","European heart journal","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","223","rayyan-550689605","17383285","10.1016/j.ahj.2007.02.003","Long-term prognostic value and therapeutic implications of continuous ST-segment monitoring in acute coronary syndrome.","2007","American heart journal","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","230","rayyan-550689612","16386679","10.1016/j.jacc.2005.08.053","Imaging and quantification of myocardial perfusion using real-time three-dimensional echocardiography.","2006","Journal of the American College of Cardiology","exclude","0,2","AI-ECG;DTA-data","exclude","0,15","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","234","rayyan-550689616","36679442","10.3390/s23020646","Development of Magnetocardiograph without Magnetically Shielded Room Using High-Detectivity TMR Sensors.","2023","Sensors (Basel, Switzerland)","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","242","rayyan-550689624","11195622","10.1002/clc.4960240103","Which fasting triglyceride levels best reflect coronary risk? Evidence from the Turkish Adult Risk Factor Study.","2001","Clinical cardiology","exclude","0,35","DTA-data","exclude","0,35","DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","247","rayyan-550689630","31124704","10.1177/2048872619853521","Family history of coronary artery disease is associated with acute coronary syndrome in 28,188 chest pain patients.","2020","European heart journal. Acute cardiovascular care","exclude","0,35","DTA-data","exclude","0,35","DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","248","rayyan-550689631","12456209","10.5858/2002-126-1487-PPVOAP","Positive predictive value of a point-of-care testing strategy on first-draw specimens for the emergency department-based detection of acute coronary syndromes.","2002","Archives of pathology & laboratory medicine","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_14rows3251-3500.csv","249","rayyan-550689632","41964511","10.1111/jce.70339","Clinical Prediction Model for Unsuccessful Left Bundle Branch Area Pacing.","2026","Journal of cardiovascular electrophysiology","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_15rows3501-3539.csv","9","rayyan-550689642","41514628","10.3390/cancers18010117","A TabNet-Based Multidimensional Deep Learning Model for Predicting Doxorubicin-Induced Cardiotoxicity in Breast Cancer Patients.","2025","Cancers","exclude","0,4","AI-ECG;DTA-data","exclude","0,4","AI-ECG;DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_15rows3501-3539.csv","28","rayyan-550689661","36590711","10.1016/j.xjon.2022.10.005","Putative computed tomography scan-negative type A dissection.","2022","JTCVS open","exclude","0,1","DTA-data","exclude","0,1","DTA-data","agreement","none","exclude","no"
"reviewer_A_batch_15rows3501-3539.csv","37","rayyan-550689670","41198069","10.1097/CRD.0000000000001120","Inflammation-Driven Arrhythmias: Bridging Immunology and Electrophysiology.","2025","Cardiology in review","exclude","0,15","AI-ECG;DTA-data","exclude","0,05","AI-ECG;DTA-data","agreement","none","exclude","no"
